Linie;KM;Abkuerzung Bahnhof;Haltestellen Name;Perrontyp;Perron Nummer;Kundengleis Nr.;Perronkantenlänge;Perronkantenhöhe;Bemerkung Höhe;Hilfstritt;Höhenverlauf;Material;Bemerkung Material;Kantenart;Bemerkung Kantenkrone;Auftritt;ErfMandant;FID;1_koord;2_koord;BPUIC;lod
470;0.143;LZ;Luzern;Dienstperron;13;14;19.66;P 42;;nicht vorhanden;nicht konstant;Ortsbeton;;Beton;;Kein;SBB;35337695;47.0500783696, 8.31090754969;47.0499025797,8.3109358043;8505000;http://lod.opentransportdata.swiss/didok/8505000
470;0.163;LZ;Luzern;Mittelperron;14/15;14;20.22;P 35;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;35351300;47.0498996162, 8.31097895102;47.0500804244,8.31094968578;8505000;http://lod.opentransportdata.swiss/didok/8505000
470;0.419;LZ;Luzern;Mittelperron;12/13;13;254.78;P 35;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Beton;SBB;35314409;47.0476121334, 8.31115085037;47.049891454,8.31086925168;8505000;http://lod.opentransportdata.swiss/didok/8505000
470;2.917;KRM;Kriens Mattenhof;Aussenperron;2;2;149.88;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35357968;47.0273732636, 8.30189111988;47.0261264637,8.30264104553;8516351;http://lod.opentransportdata.swiss/didok/8516351
470;2.92;KRM;Kriens Mattenhof;Aussenperron;1;1;149.84;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35374184;47.0273660437, 8.30199231508;47.0261195506,8.30274200644;8516351;http://lod.opentransportdata.swiss/didok/8516351
470;4.306;HW;Horw;Aussenperron;1;1;189.75;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;SBB;262090879;47.0190661499, 8.30662187091;47.0173770596,8.30697894609;8508319;http://lod.opentransportdata.swiss/didok/8508319
470;8.686;HGW;Hergiswil NW;Mittelperron;2/3;3;120.15;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35336364;46.9830200053, 8.30991560013;46.9819511143,8.30968202186;8508318;http://lod.opentransportdata.swiss/didok/8508318
470;8.806;HGW;Hergiswil NW;Hausperron;1;1;67.14;<=P20;P00;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35344760;46.9819335588, 8.30985202396;46.9813368703,8.30971651526;8508318;http://lod.opentransportdata.swiss/didok/8508318
470;14.817;ADF;Alpnach Dorf;Hausperron;1;1;56.04;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;;SBB;184693479;46.9409923709, 8.27587680629;46.9405863881,8.27544050578;8508316;http://lod.opentransportdata.swiss/didok/8508316
470;19.939;SRND;Sarnen Nord;Hausperron;1;1;119.92;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;215106680;46.9008428372, 8.24945284368;46.8998283901,8.24891759705;8508323;http://lod.opentransportdata.swiss/didok/8508323
470;20.596;SAR;Sarnen;Hausperron;1;1;237.41;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35326394;46.8950889547, 8.24763736042;46.8929613658,8.24736970324;8508314;http://lod.opentransportdata.swiss/didok/8508314
470;29.143;GI;Giswil;Mittelperron;4/5;5;190.11;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;;SBB;120671936;46.8370528412, 8.18712814685;46.835525495,8.18601016337;8508312;http://lod.opentransportdata.swiss/didok/8508312
470;29.286;GI;Giswil;Hausperron;1;1;166.31;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35344993;46.8363911227, 8.1862464497;46.835381577,8.1854901463;8508312;http://lod.opentransportdata.swiss/didok/8508312
470;32.107;KAI;Kaiserstuhl OW;Hausperron;1;1;53.74;<=P20;P00;nicht vorhanden;konstant;Andere;Asphaltbelag;Andere;Asphaltbelag;Kein;SBB;35333356;46.814847815, 8.17520278222;46.814388966,8.17542377542;8508311;http://lod.opentransportdata.swiss/didok/8508311
470;32.212;KAI;Kaiserstuhl OW;Hausperron;1;1;73.17;<=P20;P00;nicht vorhanden;konstant;Andere;Asphaltbelag;Andere;Asphaltbelag;Kein;SBB;35357545;46.8139590858, 8.17561777525;46.8133054985,8.17570853908;8508311;http://lod.opentransportdata.swiss/didok/8508311
470;35.741;LUN;Lungern;Hausperron;1;1;84.06;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;;SBB;114251109;46.7869084394, 8.16380281698;46.7876498265,8.1640182897;8508310;http://lod.opentransportdata.swiss/didok/8508310
470;35.75;LUN;Lungern;Hausperron;1;1;8.97;<=P20;;nicht vorhanden;konstant;Andere;;Andere;;;SBB;114251106;46.7868291611, 8.163781307;46.7869084394,8.16380281698;8508310;http://lod.opentransportdata.swiss/didok/8508310
470;35.866;LUN;Lungern;Aussenperron;2;2;118.08;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35349067;46.7857942176, 8.16359366613;46.7868383553,8.1638776384;8508310;http://lod.opentransportdata.swiss/didok/8508310
470;40.019;BRUE;Brunig-Hasliberg;Zwischenperron;2;2;178.32;P 35;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;SBB;35373223;46.7578503436, 8.13932751785;46.7570459611,8.13734148468;8508309;http://lod.opentransportdata.swiss/didok/8508309
480;5.698;STAN;Stans;Hausperron;1;1;53.62;<=P20;P 00;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;SBB;35313451;46.9588008495, 8.36497605075;46.9586053647,8.3656200201;8508391;http://lod.opentransportdata.swiss/didok/8508391
480;9.382;DAL;Dallenwil;Hausperron;1;1;192.33;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35350184;46.9348475257, 8.39192631231;46.933122846,8.39212111175;8508392;http://lod.opentransportdata.swiss/didok/8508392
480;10.159;NRRB;Niederrickenbach Station;Hausperron;1;1;65.02;<=P20;P 15;nicht vorhanden;konstant;Ortsbeton;;Beton;;Kein;SBB;35332796;46.9284974858, 8.39544850869;46.928037413,8.39597571677;8508384;http://lod.opentransportdata.swiss/didok/8508384
480;12.422;WOS;Wolfenschiessen;Mittelperron;2/3;2;189.79;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;173951949;46.9087449924, 8.39487326311;46.9070583113,8.39449646425;8508394;http://lod.opentransportdata.swiss/didok/8508394
480;13.723;DOER;Dorfli;Hausperron;1;1;139.26;<=P20;P 0;nicht vorhanden;konstant;Andere;Stahl;Andere;Stahl;Kein;SBB;35343525;46.8975000809, 8.39050019116;46.8963066932,8.38994476981;8508386;http://lod.opentransportdata.swiss/didok/8508386
480;16.892;GRAF;Grafenort;Aussenperron;1;1;216.96;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35320317;46.87184353, 8.37294456183;46.8699725896,8.37213475659;8508396;http://lod.opentransportdata.swiss/didok/8508396
480;24.502;EBG;Engelberg;Mittelperron;2/3;2;193.53;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;181774458;46.8197459182, 8.39993871198;46.8195603216,8.40243777526;8508399;http://lod.opentransportdata.swiss/didok/8508399
500;0.003;BS;Basel SBB;Mittelperron;11/12;11;202.2;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35345529;47.5467766414, 7.5891348322;47.5459636428,7.59153742452;8500010;http://lod.opentransportdata.swiss/didok/8500010
500;0.07;BS;Basel SBB;Mittelperron;7/8;7;279.52;P 55;;nicht vorhanden;konstant;Fertigelement;Perronwinkel Typ2;Beton;;Gitterrost;SBB;35353940;47.546785448, 7.59013996994;47.5477623236,7.58673261854;8500010;http://lod.opentransportdata.swiss/didok/8500010
500;0.104;BS;Basel SBB;Mittelperron;1/2;1;192.57;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;SBB;35328043;47.547062734, 7.5908444693;47.5462425065,7.5930967656;8500010;http://lod.opentransportdata.swiss/didok/8500010
500;4.669;MU;Muttenz;Mittelperron;2/3;2 / 3;54.52;P 20;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;SBB;35324057;47.5344058129, 7.64597923203;47.5341890714,7.64662869173;8500020;http://lod.opentransportdata.swiss/didok/8500020
500;4.95;MU;Muttenz;Mittelperron;2/3;2 / 3;226.43;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35356233;47.5332859617, 7.64932390455;47.5341890714,7.64662869173;8500020;http://lod.opentransportdata.swiss/didok/8500020
500;8.253;PR;Pratteln;Mittelperron;5/7;5;236.32;P 55;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Andere;SBB;35327910;47.5229310097, 7.68969616137;47.522845451,7.69283137069;8500021;http://lod.opentransportdata.swiss/didok/8500021
500;8.253;PR;Pratteln;Mittelperron;2/4;2 / 4;237.69;P 55;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Andere;SBB;35343898;47.5227980764, 7.68968962678;47.522712469,7.69284303158;8500021;http://lod.opentransportdata.swiss/didok/8500021
500;8.253;PR;Pratteln;Mittelperron;5/7;5 / 7;236.29;P 55;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Andere;SBB;35343911;47.5229811535, 7.68969896011;47.5228960902,7.69283377642;8500021;http://lod.opentransportdata.swiss/didok/8500021
500;12.093;FRE;Frenkendorf-Fullinsdorf;;;;82.43;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;273280139;47.502425715, 7.71883487284;47.5016852538,7.71888272969;8500022;http://lod.opentransportdata.swiss/didok/8500022
500;14.357;LST;Liestal;Zwischenperron;4;;64.96;<=P20;;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Beton;;Kein;SBB;35321933;47.4843974093, 7.73093037392;47.483999068,7.73156035362;8500023;http://lod.opentransportdata.swiss/didok/8500023
500;14.357;LST;Liestal;Zwischenperron;4;;64.99;<=P20;P05 spez.;nicht vorhanden;konstant;Ortsbeton;;Beton;;Kein;SBB;35321954;47.4843918439, 7.73092248874;47.4839924346,7.73155158688;8500023;http://lod.opentransportdata.swiss/didok/8500023
500;20.931;SIS;Sissach;Aussenperron;3/4;3 / 4;319.72;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35373795;47.4631609074, 7.8097801511;47.4621487608,7.81374845316;8500026;http://lod.opentransportdata.swiss/didok/8500026
500;28.111;TK;Tecknau;Dienstperron;1;;107.16;<=P20;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;;SBB;175112290;47.4460844708, 7.88727806887;47.4452767541,7.88805318311;8500028;http://lod.opentransportdata.swiss/didok/8500028
500;38.915;OL;Olten;Mittelperron;10/11;11;25.73;P 55;;nicht vorhanden;;Fertigelement;;Beton;;Gitterrost;SBB;260950230;47.3542944564, 7.90865513013;47.3545204219,7.90872877831;8500218;http://lod.opentransportdata.swiss/didok/8500218
500;50.527;BRIT;Brittnau-Wikon;Aussenperron;3;3;150.02;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35319468;47.2622974357, 7.95753058109;47.2610305756,7.95821301035;8502002;http://lod.opentransportdata.swiss/didok/8502002
500;58.547;NEB;Nebikon;Aussenperron;3;3;149.91;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35341555;47.1938301947, 7.9770594918;47.192530186,7.97758466008;8502005;http://lod.opentransportdata.swiss/didok/8502005
500;66.632;STER;St. Erhard-Knutwil;Hausperron;1;1;199.83;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35361234;47.1803176192, 8.07233593788;47.1799969098,8.07492983085;8502010;http://lod.opentransportdata.swiss/didok/8502010
500;68.965;SS;Sursee;Mittelperron;2/3;2 / 3;320.05;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35327894;47.1713038054, 8.09720019153;47.1688893784,8.0994991274;8502007;http://lod.opentransportdata.swiss/didok/8502007
500;73.763;NO;Nottwil;Aussenperron;2;2;220.86;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;35362733;47.138997912, 8.13859068325;47.1375032822,8.14050848217;8502008;http://lod.opentransportdata.swiss/didok/8502008
500;87.057;RBGD;Rothenburg Dorf;Aussenperron;2;2;20.66;P 20;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;239435831;47.0912203493, 8.27388385902;47.0913436181,8.27408745828;8502012;http://lod.opentransportdata.swiss/didok/8502012
500;89.074;GSAG;Emmenbrucke Gersag;Aussenperron;1;1;148.63;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35352011;47.0790333679, 8.27696399247;47.0777180515,8.27661378172;8502028;http://lod.opentransportdata.swiss/didok/8502028
500;94.63;LZ;Luzern;Mittelperron;2/3;2 / 3;302.61;P 55;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Beton;SBB;35337708;47.0460846415, 8.31024595784;47.048787583,8.30977890245;8505000;http://lod.opentransportdata.swiss/didok/8505000
500;94.73;LZ;Luzern;Mittelperron;8/9;9;353.18;P 55;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Beton;SBB;35340328;47.0469252738, 8.31075461855;47.0500856144,8.31038233812;8505000;http://lod.opentransportdata.swiss/didok/8505000
500;94.766;LZ;Luzern;Mittelperron;10/11;11;316.8;P 55;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Beton;SBB;35372537;47.0472701823, 8.31094874985;47.0501049404,8.31061763235;8505000;http://lod.opentransportdata.swiss/didok/8505000
500;95.046;LZ;Luzern;Dienstperron;7;7;35.65;P 42;;nicht vorhanden;nicht konstant;Ortsbeton;;Beton;;Kein;SBB;35362065;47.0497540363, 8.31024036379;47.0500727268,8.31018876438;8505000;http://lod.opentransportdata.swiss/didok/8505000
500;95.046;LZ;Luzern;Dienstperron;3;4;35.66;P 42;;nicht vorhanden;nicht konstant;Ortsbeton;;Beton;;Kein;SBB;35363665;47.0497218121, 8.30981507853;47.0500406279,8.3097635313;8505000;http://lod.opentransportdata.swiss/didok/8505000
500;95.081;LZ;Luzern;Mittelperron;2/3;3;441.24;P 55;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Beton;SBB;35329800;47.0500361069, 8.30969544086;47.0460891875,8.31028345936;8505000;http://lod.opentransportdata.swiss/didok/8505000
503;21.116;SIS;Sissach;Aussenperron;3/4;4;132.88;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35373728;47.4625198821, 7.81207260081;47.4621108255,7.81372842504;8500026;http://lod.opentransportdata.swiss/didok/8500026
503;25.231;SOM;Sommerau;Hausperron;1;1;75.05;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35326243;47.439371094, 7.85113145438;47.438835883,7.85173768058;8500032;http://lod.opentransportdata.swiss/didok/8500032
503;26.922;RLG;Rumlingen;Hausperron;1;1;75.07;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35350163;47.4250830211, 7.85055689799;47.4257551584,7.85065110017;8500033;http://lod.opentransportdata.swiss/didok/8500033
503;39.116;OL;Olten;Mittelperron;2/3;2;360.11;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;35355661;47.353525606, 7.90775894385;47.3503453776,7.90733882711;8500218;http://lod.opentransportdata.swiss/didok/8500218
504;9.144;KKO;Kolliken Oberdorf;Hausperron;1;1;121.16;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;167138297;47.3243977499, 8.01731700321;47.3246111147,8.01888862786;8502122;http://lod.opentransportdata.swiss/didok/8502122
504;13.55;OEF;Oberentfelden;Hausperron;1;1;120.11;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;167139926;47.3559713151, 8.0477316112;47.3567213715,8.04887582769;8502102;http://lod.opentransportdata.swiss/didok/8502102
510;142.051;BS;Basel SBB;Mittelperron;30/31;31;440.11;P 30;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;35327315;47.5479353363, 7.58767118927;47.5474672629,7.58205235899;8500010;http://lod.opentransportdata.swiss/didok/8500010
510;142.052;BS;Basel SBB;Dienstperron;31;31;234.17;P 30;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;35369807;47.547958193, 7.58769653218;47.5481431555,7.58463669322;8500010;http://lod.opentransportdata.swiss/didok/8500010
510;142.096;BS;Basel SBB;Mittelperron;7/8;8;431.33;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35340151;47.5474235803, 7.58798882297;47.5456902923,7.59311469509;8500010;http://lod.opentransportdata.swiss/didok/8500010
510;142.187;BS;Basel SBB;Mittelperron;3/4;4;321.92;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;SBB;35328295;47.5473413451, 7.58927159793;47.5460484465,7.59309781169;8500010;http://lod.opentransportdata.swiss/didok/8500010
514;141.841;BS;Basel SBB;Mittelperron;14/15;14;226.53;P 55;;nicht vorhanden;konstant;Fertigelement;Perronwinkel Typ 2;Beton;;Gitterrost;SBB;35330153;47.5477054583, 7.58530117379;47.5469167426,7.58807542301;8500010;http://lod.opentransportdata.swiss/didok/8500010
540;39.552;OL;Olten;Mittelperron;8/9;8;435.21;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;35324766;47.3541379003, 7.90840020823;47.3502638177,7.90761330153;8500218;http://lod.opentransportdata.swiss/didok/8500218
540;43.023;DU;Dulliken;Aussenperron;4;4;67.28;<=P20;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;239248018;47.3538402614, 7.94748346811;47.353697958,7.94834321021;8502110;http://lod.opentransportdata.swiss/didok/8502110
540;45.497;DK;Daniken SO;Mittelperron;2/3;2;11.34;P 20;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;261236235;47.3557938737, 7.97686709235;47.3558421764,7.97699602378;8502111;http://lod.opentransportdata.swiss/didok/8502111
540;48.036;SCOE;Schonenwerd SO;Hausperron;1;1;38.72;P 30;;nicht vorhanden;nicht konstant;Ortsbeton;;Naturstein;;Kein;SBB;35347049;47.3706318031, 7.99975332789;47.3709627397,7.99990671186;8502112;http://lod.opentransportdata.swiss/didok/8502112
540;48.068;SCOE;Schonenwerd SO;Aussenperron;2;2;100.0;P 55;inkl. 20 cm Hilfstritt;vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;35371373;47.3709233957, 7.99978114025;47.3717819836,8.00017565973;8502112;http://lod.opentransportdata.swiss/didok/8502112
570;9.773;MEGZ;Meggen Zentrum;Aussenperron;1;1;164.96;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35337411;47.0446669349, 8.373511611;47.0456021332,8.37519687515;8505018;http://lod.opentransportdata.swiss/didok/8505018
570;10.647;MEG;Meggen;Zwischenperron;2;2;151.5;P 42;inkl. Hilfstritt 23 cm;nicht vorhanden;nicht konstant;Fertigelement;;Andere;Stahlblech;Kein;SBB;35362174;47.0496536485, 8.38239711668;47.0505112956,8.38394648906;8505001;http://lod.opentransportdata.swiss/didok/8505001
570;13.51;MERL;Merlischachen;Hausperron;1;1;99.67;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35333318;47.067517166, 8.40859209089;47.0678317061,8.40982081354;8505011;http://lod.opentransportdata.swiss/didok/8505011
600;0.235;IM;Immensee;Hausperron;1;1;70.65;P 20;;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Naturstein;;Kein;SBB;35324229;47.0917824, 8.46250431406;47.0913391319,8.46317099816;8505003;http://lod.opentransportdata.swiss/didok/8505003
600;13.82;STN;Steinen;Aussenperron;2;2;182.17;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;213259814;47.0482039719, 8.60653199789;47.0469498566,8.60807485749;8505005;http://lod.opentransportdata.swiss/didok/8505005
600;16.954;SCHW;Schwyz;Hausperron;1;1;123.99;P 30;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Naturstein;;Kein;SBB;35370821;47.0267293727, 8.6319500595;47.0277276191,8.63122791202;8505006;http://lod.opentransportdata.swiss/didok/8505006
600;17.008;SCHW;Schwyz;Hausperron;1;1;40.73;P 30;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Naturstein;;Kein;SBB;35322482;47.0263834232, 8.63212612926;47.0267293727,8.6319500595;8505006;http://lod.opentransportdata.swiss/didok/8505006
600;32.22;FL;Fluelen;Mittelperron;2/3;2;449.57;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;35346476;46.9024527817, 8.62452330721;46.8984100425,8.62444958577;8505112;http://lod.opentransportdata.swiss/didok/8505112
600;32.22;FL;Fluelen;Mittelperron;2/3;3;448.91;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;35322250;46.902446913, 8.62458266362;46.8984095309,8.62449463174;8505112;http://lod.opentransportdata.swiss/didok/8505112
600;35.202;AL;Altdorf UR;Mittelperron;4/5;4;220.03;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35342440;46.8761098807, 8.63112087607;46.8741779505,8.63174789432;8505113;http://lod.opentransportdata.swiss/didok/8505113
600;46.436;AS;Amsteg-Silenen;Dienstperron;2;;128.62;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35321630;46.7819154106, 8.67157906781;46.7808606174,8.6722711191;8505115;http://lod.opentransportdata.swiss/didok/8505115
600;46.447;AS;Amsteg-Silenen;Hausperron;1;;105.31;<=P20;;nicht vorhanden;konstant;Mauerwerk;;Naturstein;;Kein;SBB;35329976;46.7818152982, 8.67160315391;46.78095299,8.67217400307;8505115;http://lod.opentransportdata.swiss/didok/8505115
600;62.52;WAS;Wassen;Aussenperron;3;;184.86;P 25;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Kein;SBB;35362570;46.6995448738, 8.59602822017;46.7011572925,8.59660692574;8505118;http://lod.opentransportdata.swiss/didok/8505118
600;62.774;WAS;Wassen;Dienstperron;1;;75.66;P 25;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Naturstein;;Kein;SBB;35367824;46.7017319172, 8.59701508799;46.7010780609,8.59674068729;8505118;http://lod.opentransportdata.swiss/didok/8505118
600;62.803;WAS;Wassen;Hilfskante;2;;130.85;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35346302;46.7019963333, 8.5970601629;46.7008646621,8.59658944173;8505118;http://lod.opentransportdata.swiss/didok/8505118
600;92.982;AP;Ambri-Piotta;Mittelperron;2/3;3;249.2;P 20;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;35329936;46.511030755, 8.68919526048;46.5104236759,8.69232044291;8505202;http://lod.opentransportdata.swiss/didok/8505202
600;93.03;AP;Ambri-Piotta;Dienstperron;1;;55.71;<=P20;;nicht vorhanden;konstant;Andere;;Andere;;Kein;SBB;209902680;46.5108080438, 8.6897548277;46.5106780037,8.69045583228;8505202;http://lod.opentransportdata.swiss/didok/8505202
600;112.492;LAV;Lavorgo;Aussenperron;4;4;202.0;P 20;;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Naturstein;;Kein;SBB;35369613;46.4413590033, 8.83878285857;46.4401357094,8.84071664258;8505205;http://lod.opentransportdata.swiss/didok/8505205
